Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Groundnut,2015,Whole Year ,Kerala,449,619,2602.9,70901.59,148.17,1.38
Jowar,2015,Whole Year ,Kerala,178,132,2602.9,28107.98,58.74,0.74
Maize,2015,Whole Year ,Kerala,59,74,2602.9,9316.69,19.47,1.73
Onion,2015,Whole Year ,Kerala,27,0,2602.9,4263.57,8.91,0
Other Kharif pulses,2015,Kharif     ,Kerala,2333,2420,2602.9,368404.03,769.89,1.027857143
Potato,2015,Whole Year ,Kerala,491,6581,2602.9,77533.81,162.03,7.215
Ragi,2015,Whole Year ,Kerala,64,76,2602.9,10106.24,21.12,1.405
Rice,2015,Autumn     ,Kerala,60418,160894,2602.9,9540606.38,19937.94,2.327692308
Rice,2015,Summer     ,Kerala,47334,144706,2602.9,7474511.94,15620.22,2.67
Rice,2015,Winter     ,Kerala,89118,243675,2602.9,14072623.38,29408.94,2.370714286
Sesamum,2015,Whole Year ,Kerala,187,46,2602.9,29529.17,61.71,0.281111111
Small millets,2015,Whole Year ,Kerala,14,10,2602.9,2210.74,4.62,0.71
Soyabean,2015,Whole Year ,Kerala,1,1,2602.9,157.91,0.33,1
Sugarcane,2015,Whole Year ,Kerala,1361.588,138125,2602.9,215008.3611,449.32404,42.25571429
Sweet potato,2015,Whole Year ,Kerala,279,3922,2602.9,44056.89,92.07,13.18642857
Tapioca,2015,Whole Year ,Kerala,69404.71,2662610,2602.9,10959697.76,22903.5543,38.13857143
Tobacco,2015,Whole Year ,Kerala,9,15,2602.9,1421.19,2.97,1.67
Turmeric,2015,Whole Year ,Kerala,2602.89,7112,2602.9,411022.3599,858.9537,2.628571429
Wheat,2015,Whole Year ,Kerala,2,3,2602.9,315.82,0.66,1.5
Arecanut,2015,Whole Year ,Tamil Nadu,6884,11829,1201.9,1087052.44,2271.72,1.597142857
Bajra,2015,Kharif     ,Tamil Nadu,35460,95506,1201.9,5599488.6,11701.8,2.82
Bajra,2015,Rabi       ,Tamil Nadu,16146,38825,1201.9,2549614.86,5328.18,2.496
Banana,2015,Whole Year ,Tamil Nadu,94214,3610173,1201.9,14877332.74,31090.62,38.35645161
Black pepper,2015,Whole Year ,Tamil Nadu,4349,974,1201.9,686750.59,1435.17,0.173076923
Cardamom,2015,Whole Year ,Tamil Nadu,3983,307,1201.9,628955.53,1314.39,0.653636364
Cashewnut,2015,Whole Year ,Tamil Nadu,88415,27094,1201.9,13961612.65,29176.95,0.3
Castor seed,2015,Kharif     ,Tamil Nadu,5495,1763,1201.9,867715.45,1813.35,0.325416667
Coconut ,2015,Whole Year ,Tamil Nadu,434875,5962500000,1201.9,68671111.25,143508.75,11907.64581
Coriander,2015,Whole Year ,Tamil Nadu,11084,6569,1201.9,1750274.44,3657.72,0.596956522
Cotton(lint),2015,Kharif     ,Tamil Nadu,102251,190658,1201.9,16146455.41,33742.83,2.151851852
Cotton(lint),2015,Rabi       ,Tamil Nadu,45836,136001,1201.9,7237962.76,15125.88,2.932857143
Dry chillies,2015,Whole Year ,Tamil Nadu,46522,23762,1201.9,7346289.02,15352.26,0.7025
Garlic,2015,Whole Year ,Tamil Nadu,581,3334,1201.9,91745.71,191.73,4.412
Ginger,2015,Whole Year ,Tamil Nadu,390,3448,1201.9,61584.9,128.7,8.910833333
Gram,2015,Rabi       ,Tamil Nadu,4876,3176,1201.9,769969.16,1609.08,0.6
Groundnut,2015,Kharif     ,Tamil Nadu,222820,484630,1201.9,35185506.2,73530.6,2.3675
Groundnut,2015,Rabi       ,Tamil Nadu,123791,407650,1201.9,19547836.81,40851.03,3.264333333
Horse-gram,2015,Kharif     ,Tamil Nadu,11492,6908,1201.9,1814701.72,3792.36,0.623181818
Horse-gram,2015,Rabi       ,Tamil Nadu,64411,37706,1201.9,10171141.01,21255.63,0.580952381
Jowar,2015,Kharif     ,Tamil Nadu,185193,193845,1201.9,29243826.63,61113.69,1.340833333
Jowar,2015,Rabi       ,Tamil Nadu,153973,245774,1201.9,24313876.43,50811.09,1.734
Maize,2015,Kharif     ,Tamil Nadu,201750,1483163,1201.9,31858342.5,66577.5,7.782
Maize,2015,Rabi       ,Tamil Nadu,153314,1049167,1201.9,24209813.74,50593.62,6.849655172
Masoor,2015,Kharif     ,Tamil Nadu,59007,59968,1201.9,9317795.37,19472.31,1.063928571
Moong(Green Gram),2015,Kharif     ,Tamil Nadu,34470,27328,1201.9,5443157.7,11375.1,0.789285714
Moong(Green Gram),2015,Rabi       ,Tamil Nadu,204372,106918,1201.9,32272382.52,67442.76,0.577037037
Onion,2015,Kharif     ,Tamil Nadu,16013,154375,1201.9,2528612.83,5284.29,9.524166667
Onion,2015,Rabi       ,Tamil Nadu,19796,128339,1201.9,3125986.36,6532.68,6.711071429
Other Kharif pulses,2015,Kharif     ,Tamil Nadu,113836,66594,1201.9,17975842.76,37565.88,0.598888889
Potato,2015,Kharif     ,Tamil Nadu,3235,65799,1201.9,510838.85,1067.55,20.9825
Potato,2015,Rabi       ,Tamil Nadu,1071,24164,1201.9,169121.61,353.43,22.4075
Ragi,2015,Kharif     ,Tamil Nadu,68487,203942,1201.9,10814782.17,22600.71,2.978333333
Ragi,2015,Rabi       ,Tamil Nadu,21499,78112,1201.9,3394907.09,7094.67,3.523333333
Rapeseed &Mustard,2015,Rabi       ,Tamil Nadu,351,83,1201.9,55426.41,115.83,0.186
Rice,2015,Kharif     ,Tamil Nadu,2000212,7374681,1201.9,315853476.9,660069.96,4.061290323
Sesamum,2015,Kharif     ,Tamil Nadu,18547,12391,1201.9,2928756.77,6120.51,0.625769231
Sesamum,2015,Rabi       ,Tamil Nadu,27470,16978,1201.9,4337787.7,9065.1,0.586551724
Small millets,2015,Kharif     ,Tamil Nadu,22406,31304,1201.9,3538131.46,7393.98,1.206956522
Small millets,2015,Rabi       ,Tamil Nadu,758,1200,1201.9,119695.78,250.14,1.55875
Sugarcane,2015,Whole Year ,Tamil Nadu,252272,25508824,1201.9,39836271.52,83249.76,98
Sunflower,2015,Kharif     ,Tamil Nadu,1957,2768,1201.9,309029.87,645.81,1.38952381
Sunflower,2015,Rabi       ,Tamil Nadu,6328,6014,1201.9,999254.48,2088.24,1.042727273
Sweet potato,2015,Whole Year ,Tamil Nadu,586,9536,1201.9,92535.26,193.38,17.21473684
Tapioca,2015,Whole Year ,Tamil Nadu,86236,2366723,1201.9,13617526.76,28457.88,30.10548387
Tobacco,2015,Whole Year ,Tamil Nadu,3348,5161,1201.9,528682.68,1104.84,1.505
Turmeric,2015,Whole Year ,Tamil Nadu,29877,115351,1201.9,4717877.07,9859.41,3.897777778
Urad,2015,Kharif     ,Tamil Nadu,59145,40922,1201.9,9339586.95,19517.85,0.709285714
Urad,2015,Rabi       ,Tamil Nadu,336041,235449,1201.9,53064234.31,110893.53,0.696333333
Arecanut,2016,Kharif     ,Andhra Pradesh,564,2367,890,86433,197.4,3.9125
Arhar/Tur,2016,Kharif     ,Andhra Pradesh,342883,129160,890,52546819.75,120009.05,0.493076923
Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555,3818,890,1004553.75,2294.25,0.481818182
Bajra,2016,Kharif     ,Andhra Pradesh,38762,67598,890,5940276.5,13566.7,1.744545455
Bajra,2016,Rabi       ,Andhra Pradesh,3124,4355,890,478753,1093.4,1.827142857
Banana,2016,Whole Year ,Andhra Pradesh,55743,2303705,890,8542614.75,19510.05,41.42769231
Cashewnut,2016,Kharif     ,Andhra Pradesh,111894,48288,890,17147755.5,39162.9,0.445833333
Castor seed,2016,Kharif     ,Andhra Pradesh,32292,15195,890,4948749,11302.2,0.511111111
Castor seed,2016,Rabi       ,Andhra Pradesh,527,274,890,80762.75,184.45,0.52
Coconut ,2016,Whole Year ,Andhra Pradesh,102548,1415300000,890,15715481,35891.8,13934.1225
Coriander,2016,Kharif     ,Andhra Pradesh,8,1,890,1226,2.8,0.13
Coriander,2016,Rabi       ,Andhra Pradesh,4295,2368,890,658208.75,1503.25,0.536666667
Cotton(lint),2016,Kharif     ,Andhra Pradesh,463437,1544526,890,71021720.25,162202.95,2.633076923
Cotton(lint),2016,Rabi       ,Andhra Pradesh,8092,19547,890,1240099,2832.2,2.201428571
Cowpea(Lobia),2016,Kharif     ,Andhra Pradesh,3780,1966,890,579285,1323,0.491428571
Cowpea(Lobia),2016,Rabi       ,Andhra Pradesh,5039,3379,890,772226.75,1763.65,0.585
Dry chillies,2016,Kharif     ,Andhra Pradesh,169242,866649,890,25936336.5,59234.7,4.829090909
Dry chillies,2016,Rabi       ,Andhra Pradesh,40105,164689,890,6146091.25,14036.75,3.75
Ginger,2016,Kharif     ,Andhra Pradesh,285,752,890,43676.25,99.75,2.288
Ginger,2016,Rabi       ,Andhra Pradesh,4,11,890,613,1.4,2.75
Gram,2016,Kharif     ,Andhra Pradesh,5,2,890,766.25,1.75,0.4
Gram,2016,Rabi       ,Andhra Pradesh,397083,381035,890,60852969.75,138979.05,1.21
Groundnut,2016,Kharif     ,Andhra Pradesh,933233,390732,890,143017957.3,326631.55,1.705384615
Groundnut,2016,Rabi       ,Andhra Pradesh,79576,211999,890,12195022,27851.6,2.804615385
Guar seed,2016,Rabi       ,Andhra Pradesh,42,80,890,6436.5,14.7,1.9
Horse-gram,2016,Kharif     ,Andhra Pradesh,1411,182,890,216235.75,493.85,0.155
Horse-gram,2016,Rabi       ,Andhra Pradesh,11425,5666,890,1750881.25,3998.75,0.461666667
Jowar,2016,Kharif     ,Andhra Pradesh,14260,20475,890,2185345,4991,1.293846154
Jowar,2016,Rabi       ,Andhra Pradesh,83139,177852,890,12741051.75,29098.65,2.297
Linseed,2016,Kharif     ,Andhra Pradesh,219,106,890,33561.75,76.65,0.48
Maize,2016,Kharif     ,Andhra Pradesh,85501,354764,890,13103028.25,29925.35,3.907692308
Maize,2016,Rabi       ,Andhra Pradesh,164778,1298137,890,25252228.5,57672.3,6.493846154
Mesta,2016,Kharif     ,Andhra Pradesh,6702,63394,890,1027081.5,2345.7,9.31
Moong(Green Gram),2016,Kharif     ,Andhra Pradesh,32294,16742,890,4949055.5,11302.9,0.606923077
Moong(Green Gram),2016,Rabi       ,Andhra Pradesh,102067,49549,890,15641767.75,35723.45,0.458461538
Niger seed,2016,Rabi       ,Andhra Pradesh,5714,2230,890,875670.5,1999.9,0.445
Oilseeds total,2016,Kharif     ,Andhra Pradesh,1198491,2250605,890,183668745.8,419471.85,4.020769231
Oilseeds total,2016,Rabi       ,Andhra Pradesh,133813,240747,890,20506842.25,46834.55,1.706923077
Onion,2016,Kharif     ,Andhra Pradesh,32006,555944,890,4904919.5,11202.1,21.05416667
Onion,2016,Rabi       ,Andhra Pradesh,3511,77209,890,538060.75,1228.85,22.11
Other  Rabi pulses,2016,Rabi       ,Andhra Pradesh,6743,8229,890,1033364.75,2360.05,0.96
Other Kharif pulses,2016,Kharif     ,Andhra Pradesh,3721,2414,890,570243.25,1302.35,0.6775
Potato,2016,Kharif     ,Andhra Pradesh,527,4751,890,80762.75,184.45,9.09
Potato,2016,Rabi       ,Andhra Pradesh,1164,10675,890,178383,407.4,9.715
Ragi,2016,Kharif     ,Andhra Pradesh,26899,25638,890,4122271.75,9414.65,1.086
Ragi,2016,Rabi       ,Andhra Pradesh,5159,8895,890,790616.75,1805.65,1.78
Rapeseed &Mustard,2016,Kharif     ,Andhra Pradesh,6,3,890,919.5,2.1,0.5
Rapeseed &Mustard,2016,Rabi       ,Andhra Pradesh,5060,2086,890,775445,1771,0.348333333
Rice,2016,Kharif     ,Andhra Pradesh,1519656,5233690,890,232887282,531879.6,3.361538462
Rice,2016,Rabi       ,Andhra Pradesh,585363,2768647,890,89706879.75,204877.05,3.727692308
Safflower,2016,Kharif     ,Andhra Pradesh,4,3,890,613,1.4,0.75
Safflower,2016,Rabi       ,Andhra Pradesh,125,79,890,19156.25,43.75,0.66
Sesamum,2016,Kharif     ,Andhra Pradesh,33460,7623,890,5127745,11711,0.244166667
Sesamum,2016,Rabi       ,Andhra Pradesh,30208,8761,890,4629376,10572.8,0.271666667
Small millets,2016,Kharif     ,Andhra Pradesh,24448,16996,890,3746656,8556.8,0.57
Small millets,2016,Rabi       ,Andhra Pradesh,6643,6934,890,1018039.75,2325.05,0.78
Soyabean,2016,Kharif     ,Andhra Pradesh,1570,1448,890,240602.5,549.5,1.0175
Soyabean,2016,Rabi       ,Andhra Pradesh,1,1,890,153.25,0.35,1
Sugarcane,2016,Whole Year ,Andhra Pradesh,102732,7830250,890,15743679,35956.2,86.50846154
Sunflower,2016,Kharif     ,Andhra Pradesh,8526,5950,890,1306609.5,2984.1,0.861666667
Sunflower,2016,Rabi       ,Andhra Pradesh,12602,15317,890,1931256.5,4410.7,0.910833333
Sweet potato,2016,Kharif     ,Andhra Pradesh,149,2262,890,22834.25,52.15,14.88166667
Sweet potato,2016,Rabi       ,Andhra Pradesh,484,7431,890,74173,169.4,15.741
Tapioca,2016,Kharif     ,Andhra Pradesh,7122,83906,890,1091446.5,2492.7,13.00333333
Tapioca,2016,Rabi       ,Andhra Pradesh,19,189,890,2911.75,6.65,10.0875
Tobacco,2016,Kharif     ,Andhra Pradesh,23505,91410,890,3602141.25,8226.75,3.571111111
Tobacco,2016,Rabi       ,Andhra Pradesh,73274,164973,890,11229240.5,25645.9,2.700714286
Urad,2016,Kharif     ,Andhra Pradesh,59661,48844,890,9143048.25,20881.35,0.792307692
Urad,2016,Rabi       ,Andhra Pradesh,439841,280189,890,67405633.25,153944.35,0.64
Wheat,2016,Rabi       ,Andhra Pradesh,33,76,890,5057.25,11.55,2.155
other oilseeds,2016,Kharif     ,Andhra Pradesh,138,153,890,21148.5,48.3,1.2275
Arecanut,2016,Kharif     ,Puducherry,53,93,1391.3,8122.25,18.55,1.75
Bajra,2016,Kharif     ,Puducherry,12,16,1391.3,1839,4.2,1.33
Bajra,2016,Summer     ,Puducherry,4,5,1391.3,613,1.4,1.25
Banana,2016,Kharif     ,Puducherry,252,3052,1391.3,38619,88.2,13.02666667
Black pepper,2016,Kharif     ,Puducherry,10,18,1391.3,1532.5,3.5,1.8
Cashewnut,2016,Kharif     ,Puducherry,148,51,1391.3,22681,51.8,0.446666667
Coconut ,2016,Whole Year ,Puducherry,1930,21737000,1391.3,295772.5,675.5,10804.615
Cotton(lint),2016,Kharif     ,Puducherry,296,539,1391.3,45362,103.6,1.785
Dry chillies,2016,Rabi       ,Puducherry,4,26,1391.3,613,1.4,6.5
Groundnut,2016,Kharif     ,Puducherry,1,3,1391.3,153.25,0.35,3
Groundnut,2016,Rabi       ,Puducherry,212,636,1391.3,32489,74.2,3
Groundnut,2016,Summer     ,Puducherry,40,112,1391.3,6130,14,2.8
Jowar,2016,Kharif     ,Puducherry,1,2,1391.3,153.25,0.35,2
Jowar,2016,Summer     ,Puducherry,3,3,1391.3,459.75,1.05,1
Moong(Green Gram),2016,Rabi       ,Puducherry,8,5,1391.3,1226,2.8,0.75
Moong(Green Gram),2016,Summer     ,Puducherry,750,91,1391.3,114937.5,262.5,0.433333333
Onion,2016,Summer     ,Puducherry,1,5,1391.3,153.25,0.35,5
Other  Rabi pulses,2016,Rabi       ,Puducherry,44,42,1391.3,6743,15.4,0.95
Other Kharif pulses,2016,Kharif     ,Puducherry,2,3,1391.3,306.5,0.7,1.5
Other Summer Pulses,2016,Summer     ,Puducherry,10,8,1391.3,1532.5,3.5,0.8
Ragi,2016,Kharif     ,Puducherry,20,31,1391.3,3065,7,1.29
Ragi,2016,Rabi       ,Puducherry,6,10,1391.3,919.5,2.1,1.67
Ragi,2016,Summer     ,Puducherry,21,26,1391.3,3218.25,7.35,1.24
Rice,2016,Kharif     ,Puducherry,3693,13151,1391.3,565952.25,1292.55,3.24
Rice,2016,Rabi       ,Puducherry,8412,23024,1391.3,1289139,2944.2,3.436666667
Rice,2016,Summer     ,Puducherry,4100,15989,1391.3,628325,1435,2.535
Sesamum,2016,Kharif     ,Puducherry,3,4,1391.3,459.75,1.05,1.33
Sesamum,2016,Rabi       ,Puducherry,1,1,1391.3,153.25,0.35,1
Sesamum,2016,Summer     ,Puducherry,72,70,1391.3,11034,25.2,0.605
Sugarcane,2016,Kharif     ,Puducherry,1677,209625,1391.3,257000.25,586.95,125
Sweet potato,2016,Kharif     ,Puducherry,6,60,1391.3,919.5,2.1,10
Tapioca,2016,Kharif     ,Puducherry,157,3215,1391.3,24060.25,54.95,27.5
Tapioca,2016,Rabi       ,Puducherry,11,173,1391.3,1685.75,3.85,15.73
Turmeric,2016,Kharif     ,Puducherry,6,18,1391.3,919.5,2.1,3
Urad,2016,Kharif     ,Puducherry,15,21,1391.3,2298.75,5.25,1.4
Urad,2016,Rabi       ,Puducherry,335,318,1391.3,51338.75,117.25,0.74
Urad,2016,Summer     ,Puducherry,402,106,1391.3,61606.5,140.7,0.43
Arecanut,2016,Rabi       ,Assam,66800,49687,2296.8,10237100,23380,0.77037037
Arhar/Tur,2016,Kharif     ,Assam,5721,4910,2296.8,876743.25,2002.35,0.845925926
Banana,2016,Whole Year ,Assam,49266,854853,2296.8,7550014.5,17243.1,16.79111111
Black pepper,2016,Whole Year ,Assam,3376,7069,2296.8,517372,1181.6,1.996296296
Castor seed,2016,Kharif     ,Assam,744,346,2296.8,114018,260.4,0.624347826
Coconut ,2016,Whole Year ,Assam,20041,161658000,2296.8,3071283.25,7014.35,8735.670741
Cotton(lint),2016,Kharif     ,Assam,882,427,2296.8,135166.5,308.7,0.567272727
Dry chillies,2016,Whole Year ,Assam,20546,18207,2296.8,3148674.5,7191.1,0.803333333
Ginger,2016,Whole Year ,Assam,17632,156662,2296.8,2702104,6171.2,8.37
Gram,2016,Rabi       ,Assam,2429,1582,2296.8,372244.25,850.15,0.6056
Jute,2016,Kharif     ,Assam,75140,802705,2296.8,11515205,26299,10.32555556
Linseed,2016,Rabi       ,Assam,4970,3023,2296.8,761652.5,1739.5,0.602857143
Maize,2016,Kharif     ,Assam,31333,91219,2296.8,4801782.25,10966.55,2.545925926
Masoor,2016,Rabi       ,Assam,23783,15657,2296.8,3644744.75,8324.05,0.668461538
Mesta,2016,Kharif     ,Assam,3544,21344,2296.8,543118,1240.4,5.905384615
Moong(Green Gram),2016,Rabi       ,Assam,10724,7435,2296.8,1643453,3753.4,0.651851852
Niger seed,2016,Kharif     ,Assam,5975,3315,2296.8,915668.75,2091.25,0.55826087
Onion,2016,Whole Year ,Assam,8266,81282,2296.8,1266764.5,2893.1,7.141111111
Other  Rabi pulses,2016,Rabi       ,Assam,17620,13057,2296.8,2700265,6167,0.690740741
Peas & beans (Pulses),2016,Rabi       ,Assam,28680,26008,2296.8,4395210,10038,0.904814815
Potato,2016,Whole Year ,Assam,106437,777829,2296.8,16311470.25,37252.95,7.258518519
Rapeseed &Mustard,2016,Rabi       ,Assam,294018,189233,2296.8,45058258.5,102906.3,0.623703704
Rice,2016,Autumn     ,Assam,168044,228206,2296.8,25752743,58815.4,1.405185185
Rice,2016,Summer     ,Assam,408132,1131872,2296.8,62546229,142846.2,2.412692308
Rice,2016,Winter     ,Assam,1890960,3767357,2296.8,289789620,661836,1.996666667
Sesamum,2016,Kharif     ,Assam,11874,8390,2296.8,1819690.5,4155.9,0.643333333
Small millets,2016,Kharif     ,Assam,4749,2927,2296.8,727784.25,1662.15,0.6252
Sugarcane,2016,Whole Year ,Assam,31383,1207167,2296.8,4809444.75,10984.05,37.7337037
Sweet potato,2016,Whole Year ,Assam,5254,28584,2296.8,805175.5,1838.9,5.516296296
Tapioca,2016,Whole Year ,Assam,3266,30050,2296.8,500514.5,1143.1,8.355
Tobacco,2016,Whole Year ,Assam,227,115,2296.8,34787.75,79.45,0.652307692
Turmeric,2016,Whole Year ,Assam,16804,16747,2296.8,2575213,5881.4,0.987407407
Urad,2016,Rabi       ,Assam,57420,38892,2296.8,8799615,20097,0.687407407
Wheat,2016,Rabi       ,Assam,17452,23459,2296.8,2674519,6108.2,1.2684
Arecanut,2016,Rabi       ,Meghalaya,18190,23931,3837.1,2787617.5,6366.5,1.291818182
Arhar/Tur,2016,Kharif     ,Meghalaya,1173,1517,3837.1,179762.25,410.55,1.118
Banana,2016,Kharif     ,Meghalaya,7240,94295,3837.1,1109530,2534,10.72545455
Black pepper,2016,Rabi       ,Meghalaya,1013,757,3837.1,155242.25,354.55,0.755454545
Cashewnut,2016,Rabi       ,Meghalaya,10456,14791,3837.1,1602382,3659.6,1.396
Castor seed,2016,Rabi       ,Meghalaya,72,65,3837.1,11034,25.2,1.004
Cotton(lint),2016,Kharif     ,Meghalaya,7255,8707,3837.1,1111828.75,2539.25,1.156
Cowpea(Lobia),2016,Rabi       ,Meghalaya,1661,2512,3837.1,254548.25,581.35,1.630909091
Dry chillies,2016,Whole Year ,Meghalaya,2307,2326,3837.1,353547.75,807.45,1.220909091
Ginger,2016,Kharif     ,Meghalaya,9929,66055,3837.1,1521619.25,3475.15,9.662727273
Gram,2016,Rabi       ,Meghalaya,1850,1968,3837.1,283512.5,647.5,1.078
Jute,2016,Kharif     ,Meghalaya,6665,68365,3837.1,1021411.25,2332.75,9.924
Linseed,2016,Rabi       ,Meghalaya,92,54,3837.1,14099,32.2,0.6
Maize,2016,Kharif     ,Meghalaya,18128,41543,3837.1,2778116,6344.8,2.245454545
Masoor,2016,Rabi       ,Meghalaya,1252,1381,3837.1,191869,438.2,1.318571429
Mesta,2016,Kharif     ,Meghalaya,4464,26301,3837.1,684108,1562.4,6.296
Onion,2016,Rabi       ,Meghalaya,551,4939,3837.1,84440.75,192.85,8.427
Peas & beans (Pulses),2016,Rabi       ,Meghalaya,2314,4478,3837.1,354620.5,809.9,1.797272727
Potato,2016,Summer     ,Meghalaya,12554,142859,3837.1,1923900.5,4393.9,8.252727273
Potato,2016,Winter     ,Meghalaya,6341,44026,3837.1,971758.25,2219.35,6.522727273
Rapeseed &Mustard,2016,Rabi       ,Meghalaya,9852,9197,3837.1,1509819,3448.2,0.889090909
Rice,2016,Autumn     ,Meghalaya,33646,78965,3837.1,5156249.5,11776.1,2.552727273
Rice,2016,Rabi       ,Meghalaya,13670,63373,3837.1,2094927.5,4784.5,2.573636364
Rice,2016,Winter     ,Meghalaya,63862,162180,3837.1,9786851.5,22351.7,2.359090909
Sesamum,2016,Rabi       ,Meghalaya,2363,2193,3837.1,362129.75,827.05,1.035454545
Small millets,2016,Rabi       ,Meghalaya,2942,2807,3837.1,450861.5,1029.7,1.115
Soyabean,2016,Kharif     ,Meghalaya,1850,3502,3837.1,283512.5,647.5,2.144545455
Sugarcane,2016,Whole Year ,Meghalaya,121,361,3837.1,18543.25,42.35,2.67
Sweet potato,2016,Kharif     ,Meghalaya,4667,15534,3837.1,715217.75,1633.45,3.69
Tapioca,2016,Kharif     ,Meghalaya,5392,35407,3837.1,826324,1887.2,7.550909091
Tobacco,2016,Rabi       ,Meghalaya,797,789,3837.1,122140.25,278.95,1.053333333
Turmeric,2016,Whole Year ,Meghalaya,2632,16386,3837.1,403354,921.2,5.911818182
Wheat,2016,Rabi       ,Meghalaya,456,878,3837.1,69882,159.6,1.632
Arecanut,2016,Whole Year ,Goa,1810,3101,3266.9,277382.5,633.5,1.725
Banana,2016,Whole Year ,Goa,2435,26908,3266.9,373163.75,852.25,11.1
Black pepper,2016,Whole Year ,Goa,777,282,3266.9,119075.25,271.95,0.365
Cashewnut,2016,Whole Year ,Goa,56735,24392,3266.9,8694638.75,19857.25,0.43
Coconut ,2016,Whole Year ,Goa,25913,132160000,3266.9,3971167.25,9069.55,5087.315
Groundnut,2016,Kharif     ,Goa,336,859,3266.9,51492,117.6,2.56
Groundnut,2016,Rabi       ,Goa,1352,3112,3266.9,207194,473.2,2.3
Other  Rabi pulses,2016,Rabi       ,Goa,5745,5794,3266.9,880421.25,2010.75,0.93
Other Kharif pulses,2016,Kharif     ,Goa,142,118,3266.9,21761.5,49.7,0.8
Rice,2016,Kharif     ,Goa,27630,77109,3266.9,4234297.5,9670.5,2.795
Rice,2016,Rabi       ,Goa,13193,36118,3266.9,2021827.25,4617.55,2.745
Sugarcane,2016,Whole Year ,Goa,897,40222,3266.9,137465.25,313.95,41.525
Sweet potato,2016,Whole Year ,Goa,52,164,3266.9,7969,18.2,3.2
Arecanut,2016,Whole Year ,Karnataka,254640,2586795,1147.2,39023580,89124,10.12181818
Arhar/Tur,2016,Kharif     ,Karnataka,1213836,1212287,1147.2,186020367,424842.6,0.686666667
Bajra,2016,Kharif     ,Karnataka,240347,253510,1147.2,36833177.75,84121.45,0.918888889
Bajra,2016,Summer     ,Karnataka,1980,2145,1147.2,303435,693,1.076666667
Black pepper,2016,Whole Year ,Karnataka,37746,22879,1147.2,5784574.5,13211.1,0.618823529
Cardamom,2016,Whole Year ,Karnataka,16682,1757,1147.2,2556516.5,5838.7,0.105714286
Cashewnut,2016,Whole Year ,Karnataka,64072,36194,1147.2,9819034,22425.2,0.774736842
Castor seed,2016,Kharif     ,Karnataka,9527,4722,1147.2,1460012.75,3334.45,0.506086957
Coconut ,2016,Whole Year ,Karnataka,437099,3417203000,1147.2,66985421.75,152984.65,7996.762143
Coriander,2016,Whole Year ,Karnataka,1778,770,1147.2,272478.5,622.3,0.390625
Cotton(lint),2016,Kharif     ,Karnataka,484953,1016054,1147.2,74319047.25,169733.55,2.371304348
Cotton(lint),2016,Rabi       ,Karnataka,24614,7868,1147.2,3772095.5,8614.9,0.343
Cowpea(Lobia),2016,Kharif     ,Karnataka,56875,43550,1147.2,8716093.75,19906.25,0.768518519
Cowpea(Lobia),2016,Rabi       ,Karnataka,4191,100,1147.2,642270.75,1466.85,0.017647059
Cowpea(Lobia),2016,Summer     ,Karnataka,5158,949,1147.2,790463.5,1805.3,0.182105263
Dry chillies,2016,Kharif     ,Karnataka,114152,229899,1147.2,17493794,39953.2,1.907931034
Dry chillies,2016,Rabi       ,Karnataka,8982,19936,1147.2,1376491.5,3143.7,2.156153846
